"logFC","logCPM","PValue","FDR","Gene","Dataset","Species"
-0.662897519205263,7.67998888317389,1.92592618243449e-09,1.38078431531443e-07,"Tusc3","GSE104036","Mouse"
0.968855040435956,3.54023414600697,1.959944971747e-09,1.39931904545354e-07,"Sned1","GSE104036","Mouse"
2.82274776332996,3.49311335527827,1.97115293867801e-09,1.40148156034223e-07,"Thbs1","GSE104036","Mouse"
1.10481947435709,3.54299576770987,2.03669121042251e-09,1.44209520209049e-07,"Nfkbiz","GSE104036","Mouse"
-0.959345764825759,4.44761365602293,2.0686280117823e-09,1.4586806988432e-07,"Grm4","GSE104036","Mouse"
2.01106289336837,1.81037610592403,2.37377154948296e-09,1.66699079919633e-07,"Ptpn6","GSE104036","Mouse"
1.77361167735099,1.33294853193227,2.50590141382281e-09,1.7470508502952e-07,"Cd274","GSE104036","Mouse"
-0.755944762480626,6.21063371840406,2.50816754696597e-09,1.7470508502952e-07,"Scube1","GSE104036","Mouse"
1.70584858866739,0.926253547191095,2.54315593203708e-09,1.76425007673909e-07,"Nuak2","GSE104036","Mouse"
2.60077108089481,2.70472485673507,2.64957782884966e-09,1.83066597166689e-07,"Stc2","GSE104036","Mouse"
1.07507579197259,4.19171027606912,2.86382359024317e-09,1.97074767947055e-07,"Gnl3","GSE104036","Mouse"
-0.845264814053708,7.57595697932308,2.98905109400522e-09,2.04869561983118e-07,"Tubb4a","GSE104036","Mouse"
1.87051991526479,0.631887507538403,3.00204471890946e-09,2.04940383500054e-07,"Hmcn2","GSE104036","Mouse"
4.56725919911818,-1.77035890568911,3.09899530832164e-09,2.10719383365441e-07,"4933406M09Rik","GSE104036","Mouse"
-0.872308092568359,7.94739101567172,3.12842394049028e-09,2.11879621424114e-07,"Scn2b","GSE104036","Mouse"
4.61513016599656,0.74530504330146,3.23434413643998e-09,2.18190892826374e-07,"Gdf15","GSE104036","Mouse"
1.46216762654518,2.32732669937041,3.40507509590006e-09,2.27981648877119e-07,"Gbp7","GSE104036","Mouse"
-0.68805049222529,6.66216792728962,3.40608707980988e-09,2.27981648877119e-07,"Tmem151a","GSE104036","Mouse"
1.30792253911422,3.55137894707331,3.60033489847699e-09,2.40045675040479e-07,"Irf9","GSE104036","Mouse"
-1.10548179893941,7.3501535341168,3.65364046565596e-09,2.4265554022874e-07,"3110035E14Rik","GSE104036","Mouse"
-0.801463639661793,5.89731153739528,3.74205737666853e-09,2.47568158877279e-07,"Sdk2","GSE104036","Mouse"
3.02760755801004,0.00300451029907887,3.86036072287821e-09,2.54412619178916e-07,"Fam187a","GSE104036","Mouse"
1.725045976504,0.916989763021786,3.88210816054501e-09,2.54865606631949e-07,"Uhrf1","GSE104036","Mouse"
0.99700239405351,4.06887379918029,3.9936441481694e-09,2.61187375873598e-07,"Phykpl","GSE104036","Mouse"
-0.764910532508824,4.8106431950397,4.10832079945564e-09,2.67665691629933e-07,"Ndrg1","GSE104036","Mouse"
1.88874354998972,1.90441097638488,4.50058052395432e-09,2.92111542719535e-07,"Cdk6","GSE104036","Mouse"
-0.677482332987137,8.50075597717052,4.8289865567792e-09,3.12244093020421e-07,"Ptprn2","GSE104036","Mouse"
-0.67573820166881,6.92132996296978,4.87413594940013e-09,3.13978644710418e-07,"Mast3","GSE104036","Mouse"
-0.740698887919421,5.62298253067195,4.93938118240749e-09,3.16989874758623e-07,"Car11","GSE104036","Mouse"
-0.800572874107394,5.77331709057865,5.02324712568631e-09,3.21169177233712e-07,"Asic1","GSE104036","Mouse"
-0.765769404714989,7.59241066990488,5.06989211540516e-09,3.22946473596533e-07,"Tln2","GSE104036","Mouse"
-0.732584048266947,5.80050942067699,5.44888129061149e-09,3.45802151535659e-07,"Abhd17a","GSE104036","Mouse"
0.748212031048656,5.06727936710286,5.51061460940905e-09,3.48429451410421e-07,"Mob1a","GSE104036","Mouse"
6.73627533456933,0.951830562347561,5.80483517613249e-09,3.65556905667693e-07,"Il6","GSE104036","Mouse"
1.49787201400775,1.5058646685019,5.82416313085965e-09,3.65556905667693e-07,"Alkbh1","GSE104036","Mouse"
3.43354586775382,-0.442541992303371,5.89388204650673e-09,3.6858273309085e-07,"Tnfsf8","GSE104036","Mouse"
1.08614599246178,4.43789552900023,5.9495801184404e-09,3.70712928470823e-07,"Ttn","GSE104036","Mouse"
-0.976073116866835,4.00723301452323,6.2941925170984e-09,3.90764452103193e-07,"Ankrd63","GSE104036","Mouse"
2.86806410327819,0.0552112871524671,6.47828338449016e-09,4.00741464957541e-07,"AI607873","GSE104036","Mouse"
-0.732553066628209,7.96408056357,7.04665935806279e-09,4.34332762951101e-07,"Rab3c","GSE104036","Mouse"
3.4520628262293,-0.195864935169794,7.12841317120533e-09,4.37796988131195e-07,"Cd28","GSE104036","Mouse"
1.49895490000626,2.02699081942991,7.21652229248273e-09,4.41625391006041e-07,"Hck","GSE104036","Mouse"
2.63108783776576,-1.06154765517857,7.26145129761562e-09,4.41656762886199e-07,"Aldh8a1","GSE104036","Mouse"
0.877090813503542,5.03549493491591,7.26858518435413e-09,4.41656762886199e-07,"Cnn3","GSE104036","Mouse"
2.0973728752902,0.319455047812162,7.32088030364296e-09,4.42950075606526e-07,"Wdr95","GSE104036","Mouse"
0.764503740596557,5.17991907763246,7.34157113932031e-09,4.42950075606526e-07,"Edem1","GSE104036","Mouse"
2.87148559253771,-0.705703569858214,7.75296072431491e-09,4.66129761442582e-07,"B430306N03Rik","GSE104036","Mouse"
2.3094472918614,3.12396705506204,7.84744378106676e-09,4.70160661498528e-07,"Srgn","GSE104036","Mouse"
3.08532357284862,3.33498503563266,7.91914929705285e-09,4.72803565174218e-07,"Tgfbi","GSE104036","Mouse"
-0.770427237866042,7.29155115668994,7.9705824057988e-09,4.74221977511675e-07,"Tuba1b","GSE104036","Mouse"
-0.901397634925048,3.56968021639776,8.17578217475321e-09,4.84747500222825e-07,"6330419J24Rik","GSE104036","Mouse"
1.88266046559606,4.88299211085205,8.27977879511891e-09,4.89220722946078e-07,"C4b","GSE104036","Mouse"
-1.30635695772481,2.91032126666636,8.33085189618149e-09,4.90546897735635e-07,"Ntsr1","GSE104036","Mouse"
0.761187668246204,4.72019372498501,8.57785576307082e-09,5.03361501713077e-07,"Lims1","GSE104036","Mouse"
-0.864335079763251,8.29818302983346,8.70938093927474e-09,5.09335298274651e-07,"Gpr26","GSE104036","Mouse"
6.09056669188637,2.64719208228267,8.86723560421214e-09,5.16803000265901e-07,"Tgm1","GSE104036","Mouse"
5.56673137588993,-0.522711809245105,9.14344124630156e-09,5.31094460187719e-07,"Selp","GSE104036","Mouse"
-0.726477294908,7.05158375199399,9.27321526127265e-09,5.36812646965901e-07,"Klc2","GSE104036","Mouse"
1.33759573449285,3.57284240394043,9.40532173579726e-09,5.42626895430593e-07,"Cebpd","GSE104036","Mouse"
4.87166539435527,-1.55373822726035,9.48926572050077e-09,5.45632778928794e-07,"Mcoln2","GSE104036","Mouse"
-0.873778472215057,7.26160631032474,1.00852474130026e-08,5.77962255591301e-07,"Fam131a","GSE104036","Mouse"
3.59533037568633,-0.706352142743265,1.01361902935769e-08,5.78945402268134e-07,"Il18rap","GSE104036","Mouse"
-0.870145552391693,4.92290599002878,1.0247854054965e-08,5.83378668544272e-07,"Hrk","GSE104036","Mouse"
-0.80079395614648,6.12121791364727,1.0330843894602e-08,5.86155662695384e-07,"Gpr123","GSE104036","Mouse"
1.58871947684165,4.47954401226432,1.10737338830324e-08,6.26232442527259e-07,"Il4ra","GSE104036","Mouse"
2.26362519669453,2.85960142888006,1.16094861139224e-08,6.543702123752e-07,"Lcn2","GSE104036","Mouse"
-0.715290667597227,7.28489206415036,1.16873199949273e-08,6.56579216189037e-07,"Setp8","GSE104036","Mouse"
-0.718543889808735,7.75993200917323,1.17253131108168e-08,6.56579216189037e-07,"Tub","GSE104036","Mouse"
4.7305180561535,-0.914572529341094,1.17869282792665e-08,6.57879531157106e-07,"Ptgir","GSE104036","Mouse"
-0.8069818708955,6.51887952578083,1.19144344328764e-08,6.62837123400447e-07,"6330403K07Rik","GSE104036","Mouse"
-0.641413233432021,6.8085171526872,1.21934638936264e-08,6.76165060897372e-07,"Ctnna2","GSE104036","Mouse"
-0.709716181652204,6.6938533251135,1.23902611343031e-08,6.84861692052529e-07,"Ncam2","GSE104036","Mouse"
-0.712923297741813,6.30648748688882,1.25193415453665e-08,6.89771438520435e-07,"B3gnt1","GSE104036","Mouse"
-0.682172846790963,6.25101288596179,1.31511340136592e-08,7.22258593987341e-07,"Rnft2","GSE104036","Mouse"
-0.784749319076079,5.28687416267162,1.33265876884851e-08,7.29556166268985e-07,"Kcnip2","GSE104036","Mouse"
2.18628284981916,0.92745584001301,1.39970245276381e-08,7.63811071338397e-07,"Clec5a","GSE104036","Mouse"
-3.73175935813207,-1.44907622446807,1.4041464106892e-08,7.63811071338397e-07,"Gkn3","GSE104036","Mouse"
2.55732076484404,1.36778789932949,1.41364818267988e-08,7.66546253487966e-07,"Cd180","GSE104036","Mouse"
3.33250161910137,3.84478918717307,1.42493826889892e-08,7.70230827684004e-07,"Adam8","GSE104036","Mouse"
0.669403267684804,6.45971929988582,1.43791550254161e-08,7.74801325033035e-07,"Mcl1","GSE104036","Mouse"
2.4677958847801,-0.107129612795316,1.50901904948492e-08,8.10565561533671e-07,"Osgin1","GSE104036","Mouse"
-0.757339818714365,6.89086424254156,1.53458280771546e-08,8.21721137818887e-07,"Cnp","GSE104036","Mouse"
1.95401342587121,1.2451123921938,1.5422969176865e-08,8.23279055593715e-07,"Lrrn4cl","GSE104036","Mouse"
-1.87845492731356,0.985539795410582,1.55715298536414e-08,8.28627838640201e-07,"Mlph","GSE104036","Mouse"
-1.03478874316737,3.47110701541153,1.6399830034586e-08,8.70003367314646e-07,"Kirrel2","GSE104036","Mouse"
-0.668523218802981,6.29338742552924,1.73870844407073e-08,9.1952991324543e-07,"Emc10","GSE104036","Mouse"
1.37196479013052,2.76730847343655,1.74687826904522e-08,9.21007973541229e-07,"Fam129a","GSE104036","Mouse"
1.17041432049705,2.25003595487075,1.7734465353659e-08,9.32147435076522e-07,"Dnah10","GSE104036","Mouse"
3.6415600740648,4.89065332941787,1.78225732421009e-08,9.33913738542502e-07,"Flnc","GSE104036","Mouse"
-0.715790547489032,6.12381887431592,1.8371997386168e-08,9.59768826865817e-07,"Ly6h","GSE104036","Mouse"
-0.695318347703324,8.66120805129493,1.875793847156e-08,9.76952205806021e-07,"Mdh1","GSE104036","Mouse"
1.89903983145716,2.28941880155208,1.88915599911537e-08,9.80929940752783e-07,"Nfkb2","GSE104036","Mouse"
3.63058300824747,-1.33877808001486,1.94495160433728e-08,1.00685032448095e-06,"Slc39a4","GSE104036","Mouse"
-0.798280312979358,10.1780987952822,1.95906034335242e-08,1.01109936696818e-06,"Atp1a1","GSE104036","Mouse"
-0.629435416397604,7.49881493871556,1.97658148906328e-08,1.01564702188578e-06,"Adcy2","GSE104036","Mouse"
-0.788373525739711,6.82786346497571,1.97972632220513e-08,1.01564702188578e-06,"Dact3","GSE104036","Mouse"
-0.635879888390292,6.47047634602069,2.06171952724898e-08,1.05455415222123e-06,"Cds1","GSE104036","Mouse"
1.55216004643641,2.03140984769038,2.11633597690615e-08,1.07926836203235e-06,"Gpnmb","GSE104036","Mouse"
3.98999698174737,-0.0652831531189338,2.1322637957281e-08,1.08416439583979e-06,"Milr1","GSE104036","Mouse"
1.43325821674312,3.76031511192488,2.1514251594991e-08,1.09067071325494e-06,"Cdr2","GSE104036","Mouse"
-0.626192488683826,7.5377205074444,2.19685415020601e-08,1.11041580719115e-06,"Myt1l","GSE104036","Mouse"
-0.770461776333003,4.82584447313423,2.2940434716886e-08,1.15613043786424e-06,"Camk1g","GSE104036","Mouse"
-0.683556500247322,6.45250116773886,2.30567573625593e-08,1.15858515368755e-06,"Slc24a3","GSE104036","Mouse"
-0.693068500713618,5.61021159551023,2.36297463572942e-08,1.18110037781208e-06,"Celf5","GSE104036","Mouse"
1.35612900094099,5.05802173671212,2.36426862906065e-08,1.18110037781208e-06,"Hspe1","GSE104036","Mouse"
3.66814260633275,3.43824085666024,2.50521348397526e-08,1.24787305371849e-06,"Emp1","GSE104036","Mouse"
3.29445247979063,0.655953899278084,2.58526775625167e-08,1.28401631893833e-06,"Gm15124","GSE104036","Mouse"
-0.824828337670129,6.04499810602795,2.64643493895137e-08,1.31059718725236e-06,"Sncb","GSE104036","Mouse"
1.38010435240676,5.76295733910219,2.67006080585403e-08,1.31848679851034e-06,"Rnf213","GSE104036","Mouse"
-0.680744663730153,5.97516819447915,2.71778605898949e-08,1.33819724485014e-06,"Caln1","GSE104036","Mouse"
2.27347027900748,-0.681311233120916,2.80103330905384e-08,1.37523512179477e-06,"Oas1b","GSE104036","Mouse"
-0.895691793663501,5.96052398470536,2.82073383455949e-08,1.38095069300505e-06,"Nptxr","GSE104036","Mouse"
4.62274777558098,6.18856322770715,2.87134675040974e-08,1.39981055955953e-06,"Spp1","GSE104036","Mouse"
-0.658488790789478,6.72983097425377,2.8755956636414e-08,1.39981055955953e-06,"Kcnh3","GSE104036","Mouse"
-1.0084301770424,3.73375636280241,2.90199194564155e-08,1.40865812998776e-06,"Tesc","GSE104036","Mouse"
-0.665000799533609,8.0088040618991,2.92093890580215e-08,1.4138499477661e-06,"Chn1","GSE104036","Mouse"
-0.758691178619525,6.41580104904454,2.93793892345078e-08,1.41807277333321e-06,"Synpr","GSE104036","Mouse"
1.1113330605411,5.72858526506144,3.03280439124172e-08,1.45975009112154e-06,"Uspl1","GSE104036","Mouse"
-0.736363925911008,4.48171999841289,3.07560506639818e-08,1.47620428046871e-06,"Spata2l","GSE104036","Mouse"
4.14578651203237,4.06317017459396,3.17768811901364e-08,1.51767329886652e-06,"Ccl9","GSE104036","Mouse"
2.1161762305749,2.44068857684773,3.17971820421992e-08,1.51767329886652e-06,"Ifitm3","GSE104036","Mouse"
1.90629999453208,0.531626111532613,3.36358979527924e-08,1.59802725910947e-06,"Slfn8","GSE104036","Mouse"
0.755041472241144,4.93745775521275,3.36672215079381e-08,1.59802725910947e-06,"Mapkapk2","GSE104036","Mouse"
0.777968300931446,4.34954094013665,3.38725573684473e-08,1.60333223897333e-06,"Eaf1","GSE104036","Mouse"
-0.696720237699606,5.88647043981037,3.39893860586405e-08,1.60443011050911e-06,"Tmem44","GSE104036","Mouse"
1.8669910592629,0.921989163965495,3.43364319808082e-08,1.61635923623942e-06,"Rac2","GSE104036","Mouse"
2.98715833695675,-1.19519214360645,3.58070429190998e-08,1.6809689874487e-06,"Cnksr1","GSE104036","Mouse"
1.84793092784109,0.634726938688093,3.66978460004379e-08,1.71808085032105e-06,"Nod2","GSE104036","Mouse"
5.31973428293774,0.521364939026786,3.71194685560673e-08,1.73212017039538e-06,"Ccl7","GSE104036","Mouse"
-0.617803111378606,7.79368982257941,3.71998962769478e-08,1.73212017039538e-06,"Kifap3","GSE104036","Mouse"
3.76413165688464,2.09906028148181,3.83238282774981e-08,1.77843525574554e-06,"Cybb","GSE104036","Mouse"
2.10767247038458,0.402992870934864,3.84021619273912e-08,1.77843525574554e-06,"Dnah12","GSE104036","Mouse"
1.51390345579584,2.77248163367918,3.91488168095221e-08,1.80812662003008e-06,"Dysf","GSE104036","Mouse"
-0.672724343104229,6.63713101270306,3.93935986676508e-08,1.81102009047472e-06,"Pnmal2","GSE104036","Mouse"
-0.640929966738943,6.32229093523016,3.94228476070657e-08,1.81102009047472e-06,"Arhgef25","GSE104036","Mouse"
-0.929947374199057,3.66694243420385,4.04521263386165e-08,1.85333471874918e-06,"Fxyd7","GSE104036","Mouse"
-0.750501746355707,4.79972421016753,4.1628133947134e-08,1.90212820049104e-06,"Galnt18","GSE104036","Mouse"
1.87269091515789,3.25580624214071,4.20684763798373e-08,1.91713654991626e-06,"Tagln2","GSE104036","Mouse"
-0.916271093786588,4.21250145988338,4.2568980910306e-08,1.93479970264746e-06,"Adra2c","GSE104036","Mouse"
2.17220770173925,5.39906829392235,4.41596814483154e-08,2.0017887344362e-06,"Msn","GSE104036","Mouse"
1.42042244671001,6.49568237938762,4.45256673879429e-08,2.01305359021742e-06,"Slc7a11","GSE104036","Mouse"
0.669429600588584,5.13399384369732,4.49845175290219e-08,2.02844659963103e-06,"Tcf12","GSE104036","Mouse"
2.48847592887328,-0.760099362986763,4.63688281024145e-08,2.08538023499967e-06,"Retnlg","GSE104036","Mouse"
1.74485752933868,1.54220290286128,4.66846707326602e-08,2.09408856807364e-06,"Adcy10","GSE104036","Mouse"
0.698808311313218,5.30570988359763,4.69002614904531e-08,2.09826626798672e-06,"Fnbp4","GSE104036","Mouse"
1.57546965761853,0.874797898896169,4.74028256328298e-08,2.11522764900661e-06,"Mx2","GSE104036","Mouse"
0.812137608767478,4.97179827717951,4.83887483920776e-08,2.15361351609935e-06,"Stk40","GSE104036","Mouse"
-0.845670769931505,6.05280035804277,4.98082705537624e-08,2.21104848688787e-06,"Nell1","GSE104036","Mouse"
-0.741642632093432,4.94713132062842,5.05113743045364e-08,2.2364661465329e-06,"Ephb1","GSE104036","Mouse"
1.60887825657268,2.57299092614421,5.06941207211298e-08,2.23877257359938e-06,"Angpt2","GSE104036","Mouse"
1.83975464398603,0.683071713226606,5.09225475499732e-08,2.24307931174496e-06,"BC018473","GSE104036","Mouse"
-0.819041440259519,4.40891081341165,5.13363991667232e-08,2.24978599188939e-06,"Nat14","GSE104036","Mouse"
-1.31558119266923,3.53582486629245,5.13373984726437e-08,2.24978599188939e-06,"Pltp","GSE104036","Mouse"
-0.986044290313203,4.61024132149953,5.3119522700535e-08,2.32194648335119e-06,"Rnf165","GSE104036","Mouse"
-0.667860079841853,5.70801831887898,5.48568719483288e-08,2.38586113905709e-06,"Gabrd","GSE104036","Mouse"
-0.880603969387303,3.49919973786911,5.48601860979571e-08,2.38586113905709e-06,"Kcnj12","GSE104036","Mouse"
-0.604078674297713,8.19064020567933,5.62709057809474e-08,2.44101764697857e-06,"Lynx1","GSE104036","Mouse"
-0.698313585115201,8.58544215719001,5.65501234488147e-08,2.44693526589758e-06,"Tppp","GSE104036","Mouse"
-0.613016471693096,7.7959351515438,5.81161420219453e-08,2.50836295603535e-06,"Thy1","GSE104036","Mouse"
0.681148500724597,4.95957578537734,5.95673776105279e-08,2.56454023958893e-06,"Gnai3","GSE104036","Mouse"
-1.10343889975447,3.00253345673889,6.12621737307216e-08,2.6308956062053e-06,"Ndst4","GSE104036","Mouse"
-0.721534972506003,4.97633668424533,6.29045563835357e-08,2.69467393407971e-06,"Gnb4","GSE104036","Mouse"
2.38312601247235,1.55016338430216,6.33884991021766e-08,2.70863324717156e-06,"Pappa","GSE104036","Mouse"
-0.896066483003361,3.55510743260053,6.42277867700523e-08,2.73123456434679e-06,"AI413582","GSE104036","Mouse"
-0.818569151720956,5.18583065780508,6.4236214148337e-08,2.73123456434679e-06,"Trib2","GSE104036","Mouse"
1.12947755673184,7.1194336305851,6.47718088054908e-08,2.74674072435425e-06,"Flna","GSE104036","Mouse"
1.56827158759511,1.02832579104379,6.49215053027997e-08,2.74674072435425e-06,"Ltbp2","GSE104036","Mouse"
-0.685592613865792,9.09199378613018,6.73550439136307e-08,2.84268147157651e-06,"Cacna1e","GSE104036","Mouse"
-0.702180334700464,7.4993650767484,6.77009972806532e-08,2.8502618879705e-06,"Atp6v1e1","GSE104036","Mouse"
0.798840753021621,4.73168441158306,6.79759069299562e-08,2.85482148344314e-06,"Pigm","GSE104036","Mouse"
3.08081182800089,-1.39424444991847,6.9596748176018e-08,2.9108350251855e-06,"Dhh","GSE104036","Mouse"
-0.653606735503936,8.83054544189488,6.96493936577796e-08,2.9108350251855e-06,"Olfm1","GSE104036","Mouse"
-0.633346244225168,7.15469459161083,7.00637782004671e-08,2.92102880648419e-06,"Atp2b3","GSE104036","Mouse"
1.37538666630149,1.93363894988128,7.20481979882844e-08,2.99188228488148e-06,"Anxa4","GSE104036","Mouse"
2.98598747060448,0.317962515263362,7.21124822676424e-08,2.99188228488148e-06,"Itgax","GSE104036","Mouse"
1.45679615463702,2.40749640410606,7.27403420490306e-08,3.0106419348071e-06,"Tap1","GSE104036","Mouse"
2.88894057827528,-1.30074979179455,7.39292521863429e-08,3.05247647280238e-06,"8030451A03Rik","GSE104036","Mouse"
-0.784561970073355,4.35793381298479,7.42025945192171e-08,3.0563977333817e-06,"Lin7b","GSE104036","Mouse"
1.9591881252493,4.09712602861435,7.70836518052675e-08,3.16250561462304e-06,"Ctla2a","GSE104036","Mouse"
-0.916463390708572,4.27456047934671,7.71477879727125e-08,3.16250561462304e-06,"Syt17","GSE104036","Mouse"
1.48864352170128,1.98322792208713,7.79543657444058e-08,3.18794285687445e-06,"Birc3","GSE104036","Mouse"
1.20327866356383,3.1574323646001,7.94970735748337e-08,3.24329132310661e-06,"Mthfd2","GSE104036","Mouse"
2.84662318196146,-1.07506338585749,8.10142723530629e-08,3.29733861465495e-06,"Pgr15l","GSE104036","Mouse"
-0.666076432621458,7.62657870045756,8.12883489038306e-08,3.30065369305009e-06,"Dpp10","GSE104036","Mouse"
0.726581424463811,5.85622429972792,8.16826267764878e-08,3.30882224542581e-06,"Slc39a14","GSE104036","Mouse"
-0.847158683854978,4.82801614381375,8.41862573732421e-08,3.40219698134552e-06,"Necab3","GSE104036","Mouse"
0.847338660954835,3.95042105601326,9.09534713708167e-08,3.6670299575034e-06,"Zbtb1","GSE104036","Mouse"
-0.630424221396454,7.40267288075754,9.12772220806595e-08,3.67144413228193e-06,"Cacna1i","GSE104036","Mouse"
3.11567607962895,2.48026106789093,9.26426475536046e-08,3.71763879585718e-06,"Capg","GSE104036","Mouse"
2.62124272563312,-0.53170145104168,9.33129880979909e-08,3.73578983892307e-06,"Kif2c","GSE104036","Mouse"
-2.14837816377893,0.16079827754394,9.4219270186921e-08,3.76328017401606e-06,"Crybb1","GSE104036","Mouse"
